Input,Output,Domain
"오전 7시 25분 근로자 5명 건설현장 크레인 하부, 3초간 집단 작업, 기준 1초","건설현장 크레인 하부에서 오전 7시 25분 근로자 5명이 3초간 집단 작업하여 기준 1초를 2초 초과했어요. 크레인 운행 중인 시간대로 현장 안전관리자는 작업자들을 즉시 안전구역으로 이동시키고 운전자와의 신호 체계를 재점검해주세요.","위험구역 접근 행위 감지"
"오전 11시 14분 근로자 1명 도로공사 5초간 침범, 기준 3초","5초간 침범한 상황은 기준 3초보다 2초 길어진 위험 상태예요. 오전 11시 14분 도로공사에서 감지된 근로자에 대해 현장 관리자는 즉시 안전점검을 실시하고 작업자에게 주의를 줘주세요.","위험구역 접근 행위 감지"
"8초간 접근한 학생 1명이 오전 9시 44분 학교 옥상에서 감지되었습니다, 기준 5초","오전 9시 44분에 발생한 학교 옥상 접근 사건을 분석한 결과, 학생 1명이 8초간 머물러 기준 5초보다 3초 길어졌어요. 교사는 즉시 학생을 지도하고 보호자 연락을 취해주세요.","위험구역 접근 행위 감지"
"정오 12시 15분 지게차 1대, 냉동창고 암모니아 누출 경계선, 4초간 접근했어요, 임계값 2초","임계값 2초를 2초 초과한 위험상황이에요. 정오 12시 15분 냉동창고 암모니아 누출 경계선에서 지게차 1대가 4초간 접근했으며, 창고 관리팀은 즉시 환기설비를 가동하고 운전자에게 안전거리 이동을 지시하세요.","위험구역 접근 행위 감지"
"08:15 대학교 실험실 방사선 경고구역에서 학생 1명이 6초간 접근했어요, 경보설정 5초","오전 8시 15분 대학교 실험실 방사선 경고구역에서 학생 1명이 6초간 접근했어요. 경보설정 5초보다 1초 길어진 상황으로, 실험실 관리자는 해당 학생에게 즉시 안전교육을 실시하고 출입권한을 재검토해주세요.","위험구역 접근 행위 감지"
"기준 없음, 외부인 2명 발전소 4초간 진입 15:21","기준이 미설정된 구간에서 4초간 진입이 확인되었어요. 오후 3시 21분 발전소에서 외부인 2명의 접근은 즉각적인 조치가 불필요하지만, 반복 시 보안팀 점검이 필요해요.","위험구역 접근 행위 감지"
"오후 3시 18분 시민 1명이 지하철 선로를 3초간 넘었습니다, 임계값은 2초입니다.","위험한 상황이 감지됐습니다. 측정된 3초는 임계값 2초보다 1초 길어져서 오후 3시 18분 지하철 선로 침범에 대해 역무원은 즉시 경고방송을 실시하시기 바랍니다.","위험구역 접근 행위 감지"
"오전 10시 33분 트럭 1대 건설현장 3초간 접근, 허용치 없음","트럭 1대의 건설현장 3초간 접근을 확인했어요. 허용치가 미설정된 구역이므로 당장의 추가 조치는 필요하지 않지만 유사 접근 시 주의가 필요해요.","위험구역 접근 행위 감지"
"물류창고 17:35, 작업자 2명이 경계선에 2초간 근접, 기준 미설정","작업자 2명의 경계선 근접이 오후 5시 35분 물류창고에서 2초간 감지되었습니다. 기준이 미설정된 상태이므로 순찰 강화로 대응해주세요.","위험구역 접근 행위 감지"
"차량 2대가 오전 10시 7분 주차장에서 3초간 접근했습니다, 기준 미설정입니다.","기준 미설정 구간에서 접근이 감지됐어요. 오전 10시 7분 주차장에서 차량 2대가 3초간 접근했지만 당장 위험하지 않으므로, 동일 차량의 반복 접근 시에만 확인하면 됩니다.","위험구역 접근 행위 감지"
"오전 8시 50분 외부인 1명 아파트 옥상 위험라인 2초간 접근, 경보설정 없음","외부인 1명이 오전 8시 50분 아파트 옥상 위험라인에서 2초간 접근했습니다. 경보설정이 없는 구역이므로 일시적 접근으로 관찰하되, 반복 발생 시 현장 점검을 실시해주세요.","위험구역 접근 행위 감지"
"건설현장에서 근로자 3명이 오후 5시 10분에 동시 4초간 진입 시도를 했습니다, 허용치 없음","동시 다발적 접근이 확인되었어요. 건설현장에서 오후 5시 10분에 근로자 3명이 4초간 동시 진입 시도했으며, 허용치가 없는 상황이므로 추가 진입 발생 시마다 소장이 직접 확인해야 해요.","위험구역 접근 행위 감지"
"포크레인 1대 창고 오후 1시 42분 6초간 접근, 기준 2초","심각한 기준 위반 상황입니다. 오후 1시 42분 창고에서 포크레인 1대가 6초간 접근하여 기준 2초보다 4초나 길어졌습니다. 운전자에게 즉시 후진 지시하고 안전점검을 실시해주세요.","위험구역 접근 행위 감지"
"14:28 지게차 2대 공항 정비구역 경계선 6초간 침범, 임계값 3초","임계값 위반 상황이 발생했어요. 오후 2시 28분 공항 정비구역 경계선에서 지게차 2대가 6초간 침범하여 임계값 3초보다 3초나 길어졌어요. 관제탑 즉시 보고 및 해당 지게차 운행 중단이 필요해요.","위험구역 접근 행위 감지"
"오전 9시 15분 병원 산소탱크 저장실 입구, 외부인 1명 경계선 넘음 4초간, 기준 없음","관찰 상태를 유지합니다. 오전 9시 15분 병원 산소탱크 저장실 입구에서 외부인 1명이 4초간 경계선을 넘었지만 기준이 미설정된 구역이므로, 오늘 오후 의료진 교대시간에는 추가 주의가 필요합니다.","위험구역 접근 행위 감지"
"댐 수문 조작실 앞 위험구역에 시민 1명이 16:05에 2초간 접근했습니다, 기준 미설정","시민 1명의 댐 수문 조작실 앞 위험구역 2초간 접근이 오후 4시 5분에 감지되었어요. 기준 미설정 구간으로 현재는 모니터링 상태를 유지하고, 동일인의 반복 접근 시 확인해야 해요.","위험구역 접근 행위 감지"
"작업자 1명, 기준 1초, 석유화학공장 반응기 안전구역 새벽 7시 22분 5초간 침범","긴급 대응이 필요한 상황입니다. 새벽 7시 22분 석유화학공장 반응기 안전구역에서 작업자 1명이 5초간 침범하여 기준 1초보다 4초나 길게 머물렀습니다. 즉시 비상벨 작동 및 해당 작업자 대피 조치 후 오늘 오전 중 안전점검을 실시하시기 바랍니다.","위험구역 접근 행위 감지"
"오후 4시 12분 시민 2명 대형마트 전기실 출입금지구역, 기준 미설정, 4초간 근접","오후 4시 12분 대형마트 전기실 출입금지구역에서 시민 2명이 4초간 근접했습니다. 기준이 미설정된 전기시설 보호구역이므로 당장의 위험은 없으나, 점심시간 유동인구가 많은 시간대이므로 상가 관리사무소는 안전표지판 보완과 고객 안내를 강화하시기 바랍니다.","위험구역 접근 행위 감지"
"아동 1명이 화력발전소 냉각수 취수구 근처에서 14:33에 7초간 출입을 시도했습니다, 기준 4초","보호자 연락이 시급해요. 오후 2시 33분 화력발전소 냉각수 취수구 근처에서 아동 1명이 7초간 출입을 시도하여 기준 4초보다 3초 더 길었어요. 보안요원 즉시 출동이 필요하며, 30분 이내 유사 접근 반복 시 출입통제 강화가 필요해요.","위험구역 접근 행위 감지"
"조선소 용접작업장 경계선, 허용치 없음, 크레인 1대 낮 12시 30분 3초간 출입 시도","낮 12시 30분 조선소 용접작업장 경계선에서 크레인 1대가 3초간 출입 시도했어요. 허용치가 없는 구역으로 당장의 추가 조치는 불필요하지만, 오후 작업시간 동안 크레인 동선 재점검이 필요해요.","위험구역 접근 행위 감지"
"저녁 6시 55분 아동 1명 아파트 승강기 기계실 입구 1초간 접근, 기준 4초","저녁 6시 55분 아파트 승강기 기계실 입구에서 아동 1명이 1초간 접근했습니다. 기준 4초보다 3초 짧은 안전한 상황으로 별도 조치는 불필요하지만, 저녁시간 아동 안전을 위한 순찰 강화를 권장합니다.","위험구역 접근 행위 감지"
"학생 4명 학교 체육관 옥상 차단선 밤 9시 45분, 동시 진입 3초간, 허용치 5초","밤 9시 45분 학교 체육관 옥상 차단선에서 학생 4명의 3초간 동시 진입이 감지되었어요. 허용치 5초보다 2초 짧은 안전한 범위이지만, 야간 시간대임을 고려하여 경비원의 추가 순찰이 필요해요.","위험구역 접근 행위 감지"
"제철소 고로 냉각수 순환펌프실 앞에서 근로자 5명이 오전 10시 20분에 동시에 6초간 진입했습니다, 임계값은 3초입니다.","심각한 안전사고 위험상황입니다. 오전 10시 20분 제철소 고로 냉각수 순환펌프실 앞에서 근로자 5명이 6초간 동시 진입하여 임계값 3초보다 3초나 길어졌습니다. 현장 책임자는 즉시 모든 근로자 대피 및 안전점검을 실시하고, 오늘 오후 추가 안전교육을 진행해주세요.","위험구역 접근 행위 감지"
"임계값 4초, 근로자 2명 원자력발전소 냉각탑 차단구역 새벽 6시 33분 7초간 진입","원자력발전소 냉각탑 차단구역 진입이 새벽 6시 33분에 감지됐어요. 근로자 2명이 7초간 머물러 임계값 4초보다 3초나 길게 있었던 위험상황이에요. 방사선 안전팀에 즉시 보고하고 해당 작업자들의 건강검진을 실시해주세요.","위험구역 접근 행위 감지"
"외부인 3명이 22:10 지하철 변전실 안전선에서 5초간 경계선을 넘었습니다, 기준 3초입니다.","야간 시간대 위험접근이 확인됐습니다. 밤 10시 10분 지하철 변전실 안전선에서 외부인 3명이 5초간 경계선을 넘어 기준 3초보다 2초나 길었습니다. 관제실에 즉시 신고하고 현장 보안요원 파견을 요청해주세요.","위험구역 접근 행위 감지"
"허용치 6초, 오후 1시 18분, 작업자 1명 항만 크레인 작업반경 내 2초간 접근","허용치 6초보다 4초 짧은 안전한 범위예요. 오후 1시 18분 항만 크레인 작업반경 내에서 작업자 1명이 2초간 접근했지만, 크레인 작업 중임을 고려하여 작업자에게 안전거리 유지를 안내해주세요.","위험구역 접근 행위 감지"
"시민 1명 고속도로 공사구간 차선변경 차단봉, 15:44, 4초간 접근, 기준 2초","기준을 넘어선 접근이 감지됐습니다. 오후 3시 44분 고속도로 공사구간에서 시민 1명의 차선변경 차단봉 4초간 접근이 기준 2초보다 2초 길어졌으므로, 교통관리요원은 즉시 주의방송을 실시하고 오늘 오후 안전표지판 보강이 필요합니다.","위험구역 접근 행위 감지"
"기준 미설정, 아동 2명 놀이터 공사현장 펜스 앞 오전 11시 25분 3초간 근접","기준 미설정 구역 접근이 확인됐어요. 오전 11시 25분에 놀이터 공사현장 펜스 앞에서 아동 2명이 3초간 근접했지만 당장의 위험은 없으며, 오늘 오후 학교 하교시간에는 현장관리인의 추가 감시가 필요해요.","위험구역 접근 행위 감지"
"지게차 1대, 냉동창고 암모니아 누출 차단선 저녁 7시 22분, 5초간 침범, 허용치 없음","저녁 7시 22분 냉동창고 암모니아 누출 차단선에서 지게차 1대가 5초간 침범했습니다. 허용치가 없는 고위험구역으로 운전자에게 즉시 후진을 지시하고, 암모니아 농도 측정 후 안전확인이 완료될 때까지 해당 구역 접근을 금지하시기 바랍니다.","위험구역 접근 행위 감지"
"트럭 2대가 공항 활주로 안전구역에서 정오 12시 50분에 4초간 진입을 시도했습니다, 기준 1초입니다.","항공기 안전에 직결되는 중대한 상황이에요. 정오 12시 50분 공항 활주로 안전구역에서 트럭 2대가 4초간 진입을 시도하여 기준 1초보다 3초나 길었어요. 관제탑은 즉시 항공기 이착륙을 중단하고 해당 차량의 즉시 퇴거를 명령해주세요.","위험구역 접근 행위 감지"
"3초간 경계선 넘음 외부인 1명, 기준 없음, 쇼핑몰 지하 전력실 입구 20:35","20:35 쇼핑몰 지하 전력실 입구에서 외부인 1명이 3초간 경계선을 넘었어요. 기준이 없는 구역으로 즉각적인 조치는 불필요하지만, 폐점 후 시간대임을 고려하여 보안팀의 현장 확인하세요.","위험구역 접근 행위 감지"
"근로자 1명 석탄화력발전소 보일러실 안전선, 임계값 2초, 14:16 8초간 접근","위험상황이 발생했어요. 근로자 1명이 14:16 석탄화력발전소 보일러실 안전선에서 8초간 접근하여 임계값 2초보다 6초나 길었어요. 발전소 운영팀은 즉시 비상프로토콜을 가동하고 해당 근로자의 건강상태를 점검해주세요.","위험구역 접근 행위 감지"
"허용치 3초, 시민 4명 16:40 지하상가 2층 비상계단 출입구, 1초간 집단 접근","16:40 지하상가 비상계단 출입구에서 시민 4명이 1초간 집단 접근했어요. 허용치 3초보다 2초 짧은 정상 범위이지만, 비상시 대피로 확보를 위해 해당 구역 주변 상점들에게 물품 진열 위치 조정을 권고드려요.","위험구역 접근 행위 감지"
"작업자 3명이 선박 V구역 엔진룸 연료탱크 경계선에서 09:28에 7초간 동시 접근했습니다, 기준 4초","선박 안전규정 위반사항이 발생했어요. 09:28 V구역 엔진룸 연료탱크 경계선에서 작업자 3명이 7초간 동시 접근하여 기준 4초보다 3초 길었어요. 선장은 즉시 전 승무원 대상 안전브리핑을 실시하고 오늘 오후 추가 안전점검을 진행해주세요.","위험구역 접근 행위 감지"
"기준 5초, 아동 1명, 수영장 W구역 기계실 출입문 17:25 2초간 접근","17:25 수영장 W구역 기계실 출입문에서 아동 1명이 2초간 접근했어요. 기준 5초보다 3초 짧은 안전한 수준이나, 수영장 이용시간 중이므로 안전요원은 아동의 보호자 위치를 확인하고 주의깊게 관찰해주세요.","위험구역 접근 행위 감지"
"6초간 침범 포크레인 1대 가스충전소 X구역 저장탱크 보호구역, 경보설정 3초, 11:52","11:52 가스충전소 X구역 저장탱크 보호구역에서 포크레인 1대가 6초간 침범했어요. 경보설정 3초보다 3초나 길어진 폭발위험 상황으로, 긴급 대피명령을 발령하고 소방서에 즉시 신고해주세요. 20분간 해당 구역 전면 통제가 필요해요.","위험구역 접근 행위 감지"
"외부인 2명이 07:40 반도체공장 Y구역 클린룸 에어샤워 입구에서 4초간 근접했습니다, 허용치 없음","07:40 반도체공장 Y구역 클린룸 에어샤워 입구에서 외부인 2명이 4초간 근접했어요. 허용치가 없는 청정구역으로 당장의 생산에는 영향이 없으나, 출입통제 시스템 점검과 보안교육 강화가 필요해요.","위험구역 접근 행위 감지"
"시민 1명 지하철 Z구역 선로 전차선 보호구역, 19:33, 3초간 출입 시도, 기준 1초","전기 감전 위험이 높아요. 시민 1명이 19:33 지하철 Z구역 선로 전차선 보호구역에서 3초간 출입을 시도하여 기준 1초보다 2초 길었어요. 역무원은 즉시 전원차단을 요청하고 해당 시민을 안전구역으로 유도해주세요.","위험구역 접근 행위 감지"
"학생 3명, 기준 미설정, 대학교 A구역 연구동 화학폐기물 보관실 앞, 13:05, 5초간 집단 접근","13:05 대학교 A구역 연구동 화학폐기물 보관실 앞에서 학생 3명이 5초간 집단 접근했어요. 기준이 미설정된 상태이지만 유해물질 보관구역이므로, 연구실 안전관리자는 출입통제 강화와 위험표지 보완을 실시해주세요.","위험구역 접근 행위 감지"
"차량 1대가 댐 B구역 방류구 경고선에서 22:15에 2초간 접근했습니다, 임계값은 4초입니다.","22:15 댐 B구역 방류구 경고선에서 차량 1대가 2초간 접근했어요. 임계값 4초보다 2초 짧은 안전 범위 내 접근으로 당장 위험은 없으나, 야간 시간대이므로 경고등 작동상태를 점검해보세요.","위험구역 접근 행위 감지"
"20:18 지하철 1호선 정비고 작업자 전용구역, 기준 3초, 외부인 1명이 7초간 진입했습니다.","무단 진입이 감지됐어요. 20:18 지하철 1호선 정비고 작업자 전용구역에서 외부인 1명이 7초간 진입하여 기준 3초보다 4초나 길었어요. 정비고 관리소는 즉시 출입문 잠금 확인과 보안강화를 실시하고, 오늘 밤 CCTV 점검을 실시해주세요.","위험구역 접근 행위 감지"
"허용치 4초, 건설현장 C구역 타워크레인 하부 위험구역에 근로자 2명 동시 진입 14:33 1초간","14:33 건설현장 C구역 타워크레인 하부 위험구역에서 근로자 2명이 1초간 동시 진입했어요. 허용치 4초보다 3초 짧은 안전 범위이나, 크레인 운행 시간대이므로 현장 신호수는 작업자들에게 안전거리 재확인을 안내하세요.","위험구역 접근 행위 감지"
"시민 5명이 15:22 수력발전소 D구역 터빈실 출입금지선을 5초간 집단으로 넘었습니다, 경보설정 2초","15:22 수력발전소 D구역 터빈실 출입금지선에서 시민 5명이 5초간 집단으로 넘었어요. 경보설정 2초보다 3초나 길어진 집단 위험 접근 상황으로, 발전소 보안팀은 즉시 현장 출동하여 해당 인원을 안전구역으로 이동시키고 오늘 오후 추가 순찰을 강화해주세요.","위험구역 접근 행위 감지"
"임계값 없음, 트럭 3대 항구 E구역 컨테이너 적재구역 09:45 2초간 동시 접근","09:45 항구 E구역 컨테이너 적재구역에서 트럭 3대가 2초간 동시 접근했습니다. 임계값이 미설정된 상황으로 당장의 위험은 없으나, 적재작업 시간대임을 고려하여 항만 관제실에서는 차량 동선 재점검이 필요합니다.","위험구역 접근 행위 감지"
"아동 3명, 12:11, 아파트 F구역 보일러실 통풍구 주변 4초간 근접, 기준 6초","12:11 아파트 F구역 보일러실 통풍구 주변에서 아동 3명이 4초간 근접했습니다. 기준 6초보다 2초 짧은 정상 범위이지만, 점심시간 놀이 중이므로 관리사무소는 아동 안전을 위해 보호자에게 주의사항을 전달하시기 바랍니다.","위험구역 접근 행위 감지"
"지게차 1대가 오후 4시 45분 식품공장 G구역 냉동고 자동문 앞에서 8초간 출입 시도를 했습니다, 허용치 5초","오후 4시 45분 식품공장 G구역 냉동고 자동문 앞에서 지게차 1대가 8초간 출입 시도했습니다. 허용치 5초를 3초 초과한 상황으로, 생산관리팀은 지게차 운전자에게 즉시 주의를 주고 퇴근시간 물류 작업에서는 10분간 추가 감시가 필요합니다.","위험구역 접근 행위 감지"
"외부인 4명 대학병원 H구역 MRI실 자기장 경고구역, 기준 미설정, 21:33 6초간 집단 침범","21:33 대학병원 H구역 MRI실 자기장 경고구역에서 외부인 4명이 6초간 집단 침범했습니다. 기준이 미설정된 의료기기 보호구역이므로 당장의 위험은 없으나, 야간 의료진은 자기장 안전점검과 출입통제 강화를 실시하시기 바랍니다.","위험구역 접근 행위 감지"
"08:22 근로자 1명 제약공장 I구역 무균실 에어락 차단선, 3초간 침범, 경보설정 1초","08:22 제약공장 I구역 무균실 에어락 차단선에서 근로자 1명이 3초간 침범했습니다. 경보설정 1초를 2초 초과한 상황으로, 품질관리팀은 해당 근로자의 작업복 교체와 소독 절차를 즉시 실시하고 오전 중 무균실 오염도 재측정을 진행하시기 바랍니다.","위험구역 접근 행위 감지"
"작업자 2명이 광산 J구역 갱도 입구 가스 감지구역에서 06:55에 9초간 동시 머물렀습니다, 임계값 4초","06:55 광산 J구역 갱도 입구 가스 감지구역에서 작업자 2명이 9초간 동시 머물렀습니다. 임계값 4초를 5초 초과한 상황으로, 갱도 안전팀은 즉시 가스 농도 측정을 실시하고 해당 작업자들의 호흡기 점검 후 오늘 오전 중 환기시설 작동상태를 확인하시기 바랍니다.","위험구역 접근 행위 감지"
"기준 2초, 시민 1명 쇼핑센터 1층 전기설비실 출입구 18:17 1초간 접근","18:17 쇼핑센터 전기설비실 출입구에서 시민 1명이 1초간 접근했습니다. 기준 2초보다 1초 짧은 안전한 범위로 특별한 조치는 불필요하나, 쇼핑센터 운영시간 중이므로 보안요원은 해당 구역 주변 고객 안내를 강화하시기 바랍니다.","위험구역 접근 행위 감지"
"포크레인 2대 조선소 K구역 용접 스파크 비산구역, 허용치 없음, 13:05 4초간 동시 근접","13:05 조선소 K구역 용접 스파크 비산구역에서 포크레인 2대가 4초간 동시 근접했습니다. 허용치가 없는 작업구역으로 화재 위험은 낮으나, 용접작업 진행 중이므로 현장 안전관리자는 장비 운전자에게 대기 위치 재조정을 지시하시기 바랍니다.","위험구역 접근 행위 감지"
"학생 2명이 대학교 L구역 화학실험실 후드 배기구 근처에서 11:48에 3초간 근접했습니다, 기준 5초","11:48 대학교 L구역 화학실험실 후드 배기구 근처에서 학생 2명이 3초간 근접했습니다. 기준 5초보다 2초 짧은 안전 범위이지만, 실험 진행시간 중이므로 실험실 조교는 학생들의 실험복 착용상태와 안전수칙 준수를 재점검하시기 바랍니다.","위험구역 접근 행위 감지"
"외부인 1명 원유정제소 M구역 휘발성가스 누출 감지선, 기준 3초, 19:44 7초간 침범","위험물질 누출 위험상황이에요. 19:44 원유정제소 M구역 휘발성가스 누출 감지선에서 외부인 1명이 7초간 침범하여 기준 3초보다 4초나 길었어요. 정제소 비상대응팀은 즉시 가스 농도 측정과 해당 인원 대피를 실시하고, 야간 보안순찰을 2배로 강화해주세요.","위험구역 접근 행위 감지"
